0 0 -0.000103246
1 0 0.000209576
2 0 -0.000322272
3 0 0.000445035
4 0 -0.000582253
5 0 0.000739357
6 0 -0.000923302
7 0 0.00114327
8 0 -0.00141172
9 0 0.00174596
10 0 -0.00217068
11 0 0.00272203
12 0 -0.0034545
13 0 0.004453
14 0 -0.00585494
15 0 0.00789309
16 0 -0.0109845
17 0 0.0159309
18 0 -0.0244205
19 0 0.0404505
20 0 -0.0749378
21 0 0.162758
22 0 -0.433136
23 0 1.42659
24 0 -5.61382
25 0 25
26 0 -5.61385
27 0 1.42666
28 0 -0.433241
29 0 0.1629
30 0 -0.0751165
31 0 0.0406674
32 0 -0.024677
33 0 0.0162285
34 0 -0.0113254
35 0 0.00827965
36 0 -0.00628995
37 0 0.00493977
38 0 -0.0039969
39 0 0.00332457
40 0 -0.00283864
41 0 0.00248553
42 0 -0.00223012
43 0 0.00204901
44 0 -0.00192637
45 0 0.00185158
46 0 -0.00181764
47 0 0.00182029
48 0 -0.00185737
49 0 0.00192859
50 0 -0.00203531
51 0 0.00218066
52 0 -0.00236967
53 0 0.00260968
54 0 -0.00291093
55 0 0.00328749
56 0 -0.00375861
57 0 0.0043508
58 0 -0.00510094
59 0 0.00606118
60 0 -0.00730657
61 0 0.00894768
62 0 -0.0111518
63 0 0.01418
64 0 -0.0184555
65 0 0.0246955
66 0 -0.0341852
67 0 0.0493954
68 0 -0.0755263
69 0 0.124871
70 0 -0.230915
71 0 0.500164
72 0 -1.32508
73 0 4.3374
74 0 -16.9519
75 0 75
76 0 -16.9518
77 0 4.33733
78 0 -1.32497
79 0 0.500017
80 0 -0.23073
81 0 0.124647
82 0 -0.0752608
83 0 0.0490871
84 0 -0.033832
85 0 0.0242948
86 0 -0.0180044
87 0 0.0136749
88 0 -0.0105886
89 0 0.00832154
90 0 -0.00661188
91 0 0.00529136
92 0 -0.00424825
93 0 0.00340613
94 0 -0.00271125
95 0 0.00212475
96 0 -0.00161774
97 0 0.00116805
98 0 -0.000758027
99 0 0.00037298

0 1 0.000203408
1 1 -0.000412786
2 1 0.000634477
3 1 -0.000875614
4 1 0.00114462
5 1 -0.00145187
6 1 0.00181058
7 1 -0.00223807
8 1 0.00275765
9 1 -0.00340144
10 1 0.00421473
11 1 -0.00526293
12 1 0.00664299
13 1 -0.00850257
